Id,Label,timeset,componentnumber,strongcompnum
4086,4086,,9,65
4096,4096,,9,65
4308,4308,,9,65
4583,4583,,9,65
4778,4778,,9,65
4802,4802,,9,65
4951,4951,,9,65
5255,5255,,9,65
5383,5383,,9,65
5442,5442,,9,65
5553,5553,,9,65
5694,5694,,9,65
5863,5863,,9,65
5978,5978,,9,65
6197,6197,,9,65
6199,6199,,9,65
6254,6254,,9,65
6472,6472,,9,65
6541,6541,,9,65
6638,6638,,9,65
6882,6882,,9,65
7195,7195,,9,65
7421,7421,,9,65
8534,8534,,9,65
8920,8920,,9,65
9015,9015,,9,65
9027,9027,,9,65
9029,9029,,9,65
9175,9175,,9,65
9177,9177,,9,65
9203,9203,,9,65
9448,9448,,9,65
9493,9493,,9,65
9584,9584,,9,65
9706,9706,,9,65
9864,9864,,9,65
9916,9916,,9,65
7176,7176,,25,175
414,414,,25,175
1315,1315,,25,175
1388,1388,,25,175
1630,1630,,25,175
1707,1707,,25,175
1715,1715,,25,175
1780,1780,,25,175
1970,1970,,25,175
2035,2035,,25,175
2068,2068,,25,175
2184,2184,,25,175
2290,2290,,25,175
2629,2629,,25,175
3281,3281,,25,175
3335,3335,,25,175
3686,3686,,25,175
3844,3844,,25,175
3991,3991,,25,175
4386,4386,,25,175
4589,4589,,25,175
4677,4677,,25,175
4748,4748,,25,175
4863,4863,,25,175
5070,5070,,25,175
5085,5085,,25,175
5110,5110,,25,175
5504,5504,,25,175
5618,5618,,25,175
5668,5668,,25,175
6174,6174,,25,175
6516,6516,,25,175
6578,6578,,25,175
6855,6855,,25,175
6866,6866,,25,175
6900,6900,,25,175
7003,7003,,25,175
7077,7077,,25,175
7122,7122,,25,175
7271,7271,,25,175
7906,7906,,25,175
8497,8497,,25,175
8695,8695,,25,175
8762,8762,,25,175
8769,8769,,25,175
8865,8865,,25,175
9017,9017,,25,175
9848,9848,,25,175
9995,9995,,25,175
140,140,,27,190
67,67,,27,190
91,91,,27,190
202,202,,27,190
297,297,,27,190
528,528,,27,190
737,737,,27,190
1082,1082,,27,190
1567,1567,,27,190
1611,1611,,27,190
1669,1669,,27,190
1880,1880,,27,190
2128,2128,,27,190
2362,2362,,27,190
2423,2423,,27,190
2441,2441,,27,190
2859,2859,,27,190
3025,3025,,27,190
3175,3175,,27,190
3296,3296,,27,190
3503,3503,,27,190
4104,4104,,27,190
4209,4209,,27,190
4224,4224,,27,190
4481,4481,,27,190
6196,6196,,27,190
6736,6736,,27,190
6814,6814,,27,190
6825,6825,,27,190
6842,6842,,27,190
7057,7057,,27,190
7260,7260,,27,190
7605,7605,,27,190
7679,7679,,27,190
8026,8026,,27,190
8317,8317,,27,190
8339,8339,,27,190
8346,8346,,27,190
8369,8369,,27,190
8505,8505,,27,190
8515,8515,,27,190
8521,8521,,27,190
8686,8686,,27,190
8700,8700,,27,190
9492,9492,,27,190
9577,9577,,27,190
9705,9705,,27,190
9930,9930,,27,190
9997,9997,,27,190
3382,3382,,1,10
29,29,,1,10
502,502,,1,10
608,608,,1,10
978,978,,1,10
1023,1023,,1,10
1409,1409,,1,10
1786,1786,,1,10
1811,1811,,1,10
1972,1972,,1,10
2072,2072,,1,10
2291,2291,,1,10
2464,2464,,1,10
2897,2897,,1,10
3161,3161,,1,10
3179,3179,,1,10
3216,3216,,1,10
3332,3332,,1,10
3626,3626,,1,10
4188,4188,,1,10
4367,4367,,1,10
4538,4538,,1,10
4723,4723,,1,10
4854,4854,,1,10
5191,5191,,1,10
5403,5403,,1,10
5533,5533,,1,10
5933,5933,,1,10
6180,6180,,1,10
6434,6434,,1,10
6454,6454,,1,10
6588,6588,,1,10
6599,6599,,1,10
6740,6740,,1,10
6865,6865,,1,10
6877,6877,,1,10
7590,7590,,1,10
8333,8333,,1,10
8618,8618,,1,10
8707,8707,,1,10
8985,8985,,1,10
9474,9474,,1,10
9632,9632,,1,10
9806,9806,,1,10
9998,9998,,1,10
4866,4866,,9,64
256,256,,9,64
398,398,,9,64
399,399,,9,64
920,920,,9,64
1124,1124,,9,64
1201,1201,,9,64
1595,1595,,9,64
1640,1640,,9,64
1723,1723,,9,64
1847,1847,,9,64
2205,2205,,9,64
2505,2505,,9,64
2536,2536,,9,64
2542,2542,,9,64
2757,2757,,9,64
3347,3347,,9,64
4143,4143,,9,64
5463,5463,,9,64
5526,5526,,9,64
5791,5791,,9,64
5842,5842,,9,64
6080,6080,,9,64
6209,6209,,9,64
6522,6522,,9,64
7037,7037,,9,64
7061,7061,,9,64
7237,7237,,9,64
7570,7570,,9,64
7658,7658,,9,64
7875,7875,,9,64
8152,8152,,9,64
8476,8476,,9,64
9054,9054,,9,64
9081,9081,,9,64
9308,9308,,9,64
9605,9605,,9,64
9671,9671,,9,64
9873,9873,,9,64
9907,9907,,9,64
3257,3257,,12,87
11,11,,12,87
36,36,,12,87
212,212,,12,87
319,319,,12,87
373,373,,12,87
784,784,,12,87
1246,1246,,12,87
1410,1410,,12,87
1437,1437,,12,87
1490,1490,,12,87
1840,1840,,12,87
2112,2112,,12,87
2442,2442,,12,87
2804,2804,,12,87
2806,2806,,12,87
2916,2916,,12,87
3312,3312,,12,87
3566,3566,,12,87
3596,3596,,12,87
3628,3628,,12,87
3791,3791,,12,87
3850,3850,,12,87
3977,3977,,12,87
4018,4018,,12,87
4129,4129,,12,87
4219,4219,,12,87
4312,4312,,12,87
4397,4397,,12,87
4811,4811,,12,87
5351,5351,,12,87
5539,5539,,12,87
5650,5650,,12,87
5762,5762,,12,87
5912,5912,,12,87
6034,6034,,12,87
6036,6036,,12,87
6206,6206,,12,87
6506,6506,,12,87
6623,6623,,12,87
7218,7218,,12,87
7627,7627,,12,87
7881,7881,,12,87
8132,8132,,12,87
8159,8159,,12,87
8298,8298,,12,87
8304,8304,,12,87
8550,8550,,12,87
8597,8597,,12,87
9152,9152,,12,87
9646,9646,,12,87
9954,9954,,12,87
5565,5565,,3,19
65,65,,3,19
300,300,,3,19
314,314,,3,19
443,443,,3,19
628,628,,3,19
704,704,,3,19
1168,1168,,3,19
1255,1255,,3,19
1636,1636,,3,19
1965,1965,,3,19
2002,2002,,3,19
2416,2416,,3,19
2523,2523,,3,19
2847,2847,,3,19
2910,2910,,3,19
3009,3009,,3,19
3129,3129,,3,19
3545,3545,,3,19
4387,4387,,3,19
4593,4593,,3,19
4660,4660,,3,19
4861,4861,,3,19
4903,4903,,3,19
5074,5074,,3,19
5577,5577,,3,19
5590,5590,,3,19
5608,5608,,3,19
5661,5661,,3,19
6014,6014,,3,19
6415,6415,,3,19
6564,6564,,3,19
7536,7536,,3,19
7575,7575,,3,19
7771,7771,,3,19
8321,8321,,3,19
8777,8777,,3,19
9225,9225,,3,19
9232,9232,,3,19
9712,9712,,3,19
9861,9861,,3,19
9326,9326,,4,28
173,173,,4,28
541,541,,4,28
867,867,,4,28
1100,1100,,4,28
1164,1164,,4,28
1627,1627,,4,28
1756,1756,,4,28
1768,1768,,4,28
1774,1774,,4,28
1905,1905,,4,28
3010,3010,,4,28
3317,3317,,4,28
3497,3497,,4,28
3859,3859,,4,28
4155,4155,,4,28
4195,4195,,4,28
4252,4252,,4,28
4327,4327,,4,28
4336,4336,,4,28
4438,4438,,4,28
4536,4536,,4,28
4936,4936,,4,28
5001,5001,,4,28
5587,5587,,4,28
5790,5790,,4,28
6030,6030,,4,28
6105,6105,,4,28
6329,6329,,4,28
6499,6499,,4,28
6752,6752,,4,28
6878,6878,,4,28
7243,7243,,4,28
7248,7248,,4,28
7482,7482,,4,28
7897,7897,,4,28
8052,8052,,4,28
8420,8420,,4,28
9184,9184,,4,28
9606,9606,,4,28
9852,9852,,4,28
9871,9871,,4,28
2830,2830,,21,147
503,503,,21,147
546,546,,21,147
682,682,,21,147
695,695,,21,147
1241,1241,,21,147
1521,1521,,21,147
1745,1745,,21,147
1902,1902,,21,147
2256,2256,,21,147
3044,3044,,21,147
3070,3070,,21,147
3094,3094,,21,147
3130,3130,,21,147
3282,3282,,21,147
3310,3310,,21,147
3441,3441,,21,147
3531,3531,,21,147
3572,3572,,21,147
3767,3767,,21,147
3957,3957,,21,147
4124,4124,,21,147
4412,4412,,21,147
4757,4757,,21,147
5109,5109,,21,147
5237,5237,,21,147
6167,6167,,21,147
6461,6461,,21,147
6462,6462,,21,147
6466,6466,,21,147
6481,6481,,21,147
6604,6604,,21,147
6686,6686,,21,147
6691,6691,,21,147
7262,7262,,21,147
7634,7634,,21,147
7746,7746,,21,147
7918,7918,,21,147
8032,8032,,21,147
8195,8195,,21,147
8208,8208,,21,147
8240,8240,,21,147
8300,8300,,21,147
8872,8872,,21,147
8884,8884,,21,147
9045,9045,,21,147
9261,9261,,21,147
9393,9393,,21,147
9556,9556,,21,147
9599,9599,,21,147
9603,9603,,21,147
9641,9641,,21,147
6810,6810,,0,0
9,9,,0,0
18,18,,0,0
28,28,,0,0
454,454,,0,0
587,587,,0,0
665,665,,0,0
702,702,,0,0
766,766,,0,0
1228,1228,,0,0
1463,1463,,0,0
1572,1572,,0,0
1985,1985,,0,0
2409,2409,,0,0
2478,2478,,0,0
2495,2495,,0,0
2708,2708,,0,0
2851,2851,,0,0
2895,2895,,0,0
4127,4127,,0,0
4135,4135,,0,0
4269,4269,,0,0
4424,4424,,0,0
4471,4471,,0,0
4655,4655,,0,0
4683,4683,,0,0
5072,5072,,0,0
5167,5167,,0,0
5440,5440,,0,0
5653,5653,,0,0
5829,5829,,0,0
5924,5924,,0,0
6079,6079,,0,0
6258,6258,,0,0
6353,6353,,0,0
6565,6565,,0,0
6595,6595,,0,0
6666,6666,,0,0
6718,6718,,0,0
6811,6811,,0,0
6954,6954,,0,0
7005,7005,,0,0
7101,7101,,0,0
7170,7170,,0,0
7233,7233,,0,0
8175,8175,,0,0
8242,8242,,0,0
8438,8438,,0,0
8792,8792,,0,0
8817,8817,,0,0
8825,8825,,0,0
8913,8913,,0,0
9103,9103,,0,0
9105,9105,,0,0
9572,9572,,0,0
9580,9580,,0,0
7942,7942,,9,63
220,220,,9,63
450,450,,9,63
791,791,,9,63
913,913,,9,63
944,944,,9,63
953,953,,9,63
1032,1032,,9,63
1709,1709,,9,63
2021,2021,,9,63
2119,2119,,9,63
2980,2980,,9,63
3115,3115,,9,63
3128,3128,,9,63
3152,3152,,9,63
3243,3243,,9,63
3259,3259,,9,63
3484,3484,,9,63
3612,3612,,9,63
3733,3733,,9,63
4213,4213,,9,63
4544,4544,,9,63
4735,4735,,9,63
4816,4816,,9,63
5055,5055,,9,63
5113,5113,,9,63
5119,5119,,9,63
5190,5190,,9,63
5253,5253,,9,63
5331,5331,,9,63
5498,5498,,9,63
5508,5508,,9,63
5861,5861,,9,63
5874,5874,,9,63
6291,6291,,9,63
6507,6507,,9,63
6692,6692,,9,63
6794,6794,,9,63
7160,7160,,9,63
7301,7301,,9,63
7474,7474,,9,63
7623,7623,,9,63
7657,7657,,9,63
7986,7986,,9,63
8594,8594,,9,63
8771,8771,,9,63
8853,8853,,9,63
9086,9086,,9,63
9169,9169,,9,63
9375,9375,,9,63
9714,9714,,9,63
3635,3635,,29,199
283,283,,29,199
845,845,,29,199
846,846,,29,199
967,967,,29,199
1019,1019,,29,199
1447,1447,,29,199
1480,1480,,29,199
1868,1868,,29,199
2042,2042,,29,199
2313,2313,,29,199
2414,2414,,29,199
2484,2484,,29,199
2511,2511,,29,199
2619,2619,,29,199
2981,2981,,29,199
3209,3209,,29,199
3289,3289,,29,199
3291,3291,,29,199
3459,3459,,29,199
4449,4449,,29,199
4456,4456,,29,199
4622,4622,,29,199
4828,4828,,29,199
4871,4871,,29,199
4950,4950,,29,199
5053,5053,,29,199
5101,5101,,29,199
5156,5156,,29,199
5173,5173,,29,199
5310,5310,,29,199
5825,5825,,29,199
6071,6071,,29,199
6147,6147,,29,199
6212,6212,,29,199
6284,6284,,29,199
6310,6310,,29,199
6587,6587,,29,199
6725,6725,,29,199
7000,7000,,29,199
7081,7081,,29,199
7203,7203,,29,199
7392,7392,,29,199
7515,7515,,29,199
7643,7643,,29,199
7879,7879,,29,199
8086,8086,,29,199
8203,8203,,29,199
8514,8514,,29,199
8649,8649,,29,199
9095,9095,,29,199
9229,9229,,29,199
9345,9345,,29,199
9441,9441,,29,199
9459,9459,,29,199
9544,9544,,29,199
9600,9600,,29,199
1117,1117,,18,129
183,183,,18,129
469,469,,18,129
624,624,,18,129
987,987,,18,129
1014,1014,,18,129
1284,1284,,18,129
1484,1484,,18,129
1727,1727,,18,129
2076,2076,,18,129
2084,2084,,18,129
2253,2253,,18,129
2735,2735,,18,129
2900,2900,,18,129
2917,2917,,18,129
3238,3238,,18,129
3597,3597,,18,129
3726,3726,,18,129
4109,4109,,18,129
4585,4585,,18,129
4745,4745,,18,129
4942,4942,,18,129
4978,4978,,18,129
5151,5151,,18,129
5345,5345,,18,129
5462,5462,,18,129
5856,5856,,18,129
6710,6710,,18,129
7425,7425,,18,129
7578,7578,,18,129
7833,7833,,18,129
7910,7910,,18,129
8069,8069,,18,129
8109,8109,,18,129
8129,8129,,18,129
8479,8479,,18,129
8582,8582,,18,129
9124,9124,,18,129
9331,9331,,18,129
9518,9518,,18,129
9548,9548,,18,129
9631,9631,,18,129
9985,9985,,18,129
5721,5721,,4,27
24,24,,4,27
273,273,,4,27
327,327,,4,27
409,409,,4,27
598,598,,4,27
679,679,,4,27
1180,1180,,4,27
1324,1324,,4,27
1427,1427,,4,27
1587,1587,,4,27
1859,1859,,4,27
1995,1995,,4,27
2234,2234,,4,27
2325,2325,,4,27
2337,2337,,4,27
2517,2517,,4,27
2642,2642,,4,27
2687,2687,,4,27
3026,3026,,4,27
3185,3185,,4,27
3448,3448,,4,27
3494,3494,,4,27
3682,3682,,4,27
3984,3984,,4,27
4562,4562,,4,27
4636,4636,,4,27
4643,4643,,4,27
5171,5171,,4,27
5411,5411,,4,27
5786,5786,,4,27
5855,5855,,4,27
5904,5904,,4,27
6022,6022,,4,27
6322,6322,,4,27
6568,6568,,4,27
6729,6729,,4,27
7112,7112,,4,27
7684,7684,,4,27
7919,7919,,4,27
8030,8030,,4,27
8058,8058,,4,27
8201,8201,,4,27
8330,8330,,4,27
8427,8427,,4,27
8442,8442,,4,27
8517,8517,,4,27
8659,8659,,4,27
8751,8751,,4,27
8928,8928,,4,27
9338,9338,,4,27
9655,9655,,4,27
9708,9708,,4,27
9718,9718,,4,27
149,149,,10,75
13,13,,10,75
75,75,,10,75
837,837,,10,75
1013,1013,,10,75
1053,1053,,10,75
1127,1127,,10,75
1310,1310,,10,75
1352,1352,,10,75
1557,1557,,10,75
1620,1620,,10,75
1726,1726,,10,75
1816,1816,,10,75
2049,2049,,10,75
2992,2992,,10,75
3267,3267,,10,75
3413,3413,,10,75
3482,3482,,10,75
4023,4023,,10,75
4192,4192,,10,75
4418,4418,,10,75
4820,4820,,10,75
5641,5641,,10,75
5715,5715,,10,75
5750,5750,,10,75
5805,5805,,10,75
5858,5858,,10,75
5864,5864,,10,75
5954,5954,,10,75
6187,6187,,10,75
6308,6308,,10,75
6513,6513,,10,75
6834,6834,,10,75
6856,6856,,10,75
7051,7051,,10,75
7779,7779,,10,75
8088,8088,,10,75
8301,8301,,10,75
8325,8325,,10,75
8601,8601,,10,75
8957,8957,,10,75
9147,9147,,10,75
9303,9303,,10,75
9348,9348,,10,75
9387,9387,,10,75
2231,2231,,1,9
22,22,,1,9
703,703,,1,9
729,729,,1,9
736,736,,1,9
746,746,,1,9
795,795,,1,9
818,818,,1,9
1227,1227,,1,9
1632,1632,,1,9
1801,1801,,1,9
2019,2019,,1,9
2604,2604,,1,9
2796,2796,,1,9
3053,3053,,1,9
3316,3316,,1,9
3480,3480,,1,9
4114,4114,,1,9
4189,4189,,1,9
4326,4326,,1,9
4462,4462,,1,9
4637,4637,,1,9
5108,5108,,1,9
5385,5385,,1,9
5454,5454,,1,9
5981,5981,,1,9
5988,5988,,1,9
6151,6151,,1,9
6175,6175,,1,9
6331,6331,,1,9
6580,6580,,1,9
6589,6589,,1,9
6871,6871,,1,9
6983,6983,,1,9
7318,7318,,1,9
7366,7366,,1,9
8166,8166,,1,9
8457,8457,,1,9
8682,8682,,1,9
9036,9036,,1,9
9277,9277,,1,9
9485,9485,,1,9
9561,9561,,1,9
9587,9587,,1,9
9809,9809,,1,9
4123,4123,,10,74
759,759,,10,74
1123,1123,,10,74
1472,1472,,10,74
1496,1496,,10,74
1770,1770,,10,74
2277,2277,,10,74
2819,2819,,10,74
3039,3039,,10,74
3077,3077,,10,74
3206,3206,,10,74
3393,3393,,10,74
3691,3691,,10,74
3697,3697,,10,74
3707,3707,,10,74
3732,3732,,10,74
3831,3831,,10,74
3960,3960,,10,74
4160,4160,,10,74
4994,4994,,10,74
5303,5303,,10,74
5353,5353,,10,74
5655,5655,,10,74
5991,5991,,10,74
6292,6292,,10,74
6339,6339,,10,74
6935,6935,,10,74
7109,7109,,10,74
7246,7246,,10,74
7726,7726,,10,74
8256,8256,,10,74
8814,8814,,10,74
8898,8898,,10,74
8905,8905,,10,74
9186,9186,,10,74
9235,9235,,10,74
9351,9351,,10,74
9402,9402,,10,74
9517,9517,,10,74
9629,9629,,10,74
9854,9854,,10,74
1079,1079,,26,184
167,167,,26,184
225,225,,26,184
685,685,,26,184
900,900,,26,184
990,990,,26,184
1135,1135,,26,184
1462,1462,,26,184
1749,1749,,26,184
1974,1974,,26,184
2055,2055,,26,184
2181,2181,,26,184
2293,2293,,26,184
2349,2349,,26,184
2566,2566,,26,184
3108,3108,,26,184
3235,3235,,26,184
3286,3286,,26,184
3518,3518,,26,184
3632,3632,,26,184
3663,3663,,26,184
3724,3724,,26,184
3788,3788,,26,184
4055,4055,,26,184
4265,4265,,26,184
4420,4420,,26,184
4472,4472,,26,184
4613,4613,,26,184
4754,4754,,26,184
4764,4764,,26,184
5089,5089,,26,184
5094,5094,,26,184
6272,6272,,26,184
6296,6296,,26,184
6328,6328,,26,184
6627,6627,,26,184
6809,6809,,26,184
6997,6997,,26,184
7066,7066,,26,184
7353,7353,,26,184
7393,7393,,26,184
7413,7413,,26,184
7956,7956,,26,184
8186,8186,,26,184
8264,8264,,26,184
8337,8337,,26,184
8726,8726,,26,184
8929,8929,,26,184
9057,9057,,26,184
9656,9656,,26,184
9673,9673,,26,184
9687,9687,,26,184
2252,2252,,23,162
324,324,,23,162
380,380,,23,162
422,422,,23,162
676,676,,23,162
755,755,,23,162
958,958,,23,162
1404,1404,,23,162
1411,1411,,23,162
1446,1446,,23,162
1494,1494,,23,162
1579,1579,,23,162
1581,1581,,23,162
1680,1680,,23,162
1798,1798,,23,162
1820,1820,,23,162
2044,2044,,23,162
2064,2064,,23,162
2601,2601,,23,162
2939,2939,,23,162
3097,3097,,23,162
3331,3331,,23,162
3598,3598,,23,162
3973,3973,,23,162
4151,4151,,23,162
4389,4389,,23,162
4396,4396,,23,162
4402,4402,,23,162
4725,4725,,23,162
5083,5083,,23,162
5265,5265,,23,162
5615,5615,,23,162
5751,5751,,23,162
6029,6029,,23,162
6110,6110,,23,162
6113,6113,,23,162
6172,6172,,23,162
6488,6488,,23,162
6652,6652,,23,162
6920,6920,,23,162
6923,6923,,23,162
6977,6977,,23,162
7211,7211,,23,162
7226,7226,,23,162
7288,7288,,23,162
7553,7553,,23,162
7883,7883,,23,162
7915,7915,,23,162
8078,8078,,23,162
8216,8216,,23,162
8350,8350,,23,162
8377,8377,,23,162
8504,8504,,23,162
8570,8570,,23,162
8660,8660,,23,162
1656,1656,,28,195
41,41,,28,195
64,64,,28,195
111,111,,28,195
221,221,,28,195
426,426,,28,195
466,466,,28,195
498,498,,28,195
1830,1830,,28,195
2024,2024,,28,195
2069,2069,,28,195
2196,2196,,28,195
2202,2202,,28,195
2338,2338,,28,195
2492,2492,,28,195
2671,2671,,28,195
2707,2707,,28,195
2898,2898,,28,195
3014,3014,,28,195
3098,3098,,28,195
3369,3369,,28,195
3684,3684,,28,195
3963,3963,,28,195
4187,4187,,28,195
4401,4401,,28,195
4694,4694,,28,195
4987,4987,,28,195
5105,5105,,28,195
5248,5248,,28,195
5708,5708,,28,195
5939,5939,,28,195
5997,5997,,28,195
6181,6181,,28,195
6214,6214,,28,195
6403,6403,,28,195
6482,6482,,28,195
6524,6524,,28,195
7089,7089,,28,195
7270,7270,,28,195
7526,7526,,28,195
7615,7615,,28,195
7764,7764,,28,195
8013,8013,,28,195
8081,8081,,28,195
8164,8164,,28,195
8353,8353,,28,195
8456,8456,,28,195
8816,8816,,28,195
8908,8908,,28,195
9016,9016,,28,195
9206,9206,,28,195
9349,9349,,28,195
9679,9679,,28,195
9748,9748,,28,195
9844,9844,,28,195
9853,9853,,28,195
9948,9948,,28,195
163,163,,26,183
4,4,,26,183
231,231,,26,183
931,931,,26,183
965,965,,26,183
1049,1049,,26,183
1086,1086,,26,183
1140,1140,,26,183
1341,1341,,26,183
1440,1440,,26,183
1672,1672,,26,183
1700,1700,,26,183
1714,1714,,26,183
1799,1799,,26,183
1944,1944,,26,183
2160,2160,,26,183
2275,2275,,26,183
2398,2398,,26,183
2482,2482,,26,183
2853,2853,,26,183
2922,2922,,26,183
3203,3203,,26,183
3651,3651,,26,183
3721,3721,,26,183
3989,3989,,26,183
4258,4258,,26,183
4603,4603,,26,183
4656,4656,,26,183
4795,4795,,26,183
4877,4877,,26,183
5035,5035,,26,183
5064,5064,,26,183
5534,5534,,26,183
5747,5747,,26,183
5760,5760,,26,183
5881,5881,,26,183
5928,5928,,26,183
6000,6000,,26,183
6358,6358,,26,183
6501,6501,,26,183
6542,6542,,26,183
6658,6658,,26,183
6737,6737,,26,183
7100,7100,,26,183
7307,7307,,26,183
7686,7686,,26,183
7967,7967,,26,183
8568,8568,,26,183
8705,8705,,26,183
8732,8732,,26,183
8741,8741,,26,183
8919,8919,,26,183
8994,8994,,26,183
9073,9073,,26,183
9324,9324,,26,183
9876,9876,,26,183
7744,7744,,19,136
299,299,,19,136
687,687,,19,136
808,808,,19,136
872,872,,19,136
991,991,,19,136
1051,1051,,19,136
1556,1556,,19,136
1810,1810,,19,136
1818,1818,,19,136
2130,2130,,19,136
2596,2596,,19,136
2718,2718,,19,136
2802,2802,,19,136
2862,2862,,19,136
3136,3136,,19,136
3901,3901,,19,136
4461,4461,,19,136
4531,4531,,19,136
4543,4543,,19,136
4577,4577,,19,136
4739,4739,,19,136
4783,4783,,19,136
4930,4930,,19,136
5102,5102,,19,136
5241,5241,,19,136
5250,5250,,19,136
5267,5267,,19,136
5361,5361,,19,136
5374,5374,,19,136
5579,5579,,19,136
5800,5800,,19,136
6044,6044,,19,136
6423,6423,,19,136
6490,6490,,19,136
7958,7958,,19,136
8004,8004,,19,136
8341,8341,,19,136
8371,8371,,19,136
8458,8458,,19,136
8549,8549,,19,136
8698,8698,,19,136
9227,9227,,19,136
9445,9445,,19,136
9462,9462,,19,136
9464,9464,,19,136
9557,9557,,19,136
9726,9726,,19,136
9896,9896,,19,136
9899,9899,,19,136
8759,8759,,25,174
117,117,,25,174
157,157,,25,174
749,749,,25,174
772,772,,25,174
805,805,,25,174
937,937,,25,174
938,938,,25,174
1011,1011,,25,174
1134,1134,,25,174
1445,1445,,25,174
2089,2089,,25,174
2228,2228,,25,174
2249,2249,,25,174
2991,2991,,25,174
3141,3141,,25,174
3284,3284,,25,174
3353,3353,,25,174
3464,3464,,25,174
3867,3867,,25,174
4314,4314,,25,174
4633,4633,,25,174
5015,5015,,25,174
5327,5327,,25,174
5386,5386,,25,174
5617,5617,,25,174
5889,5889,,25,174
6165,6165,,25,174
6592,6592,,25,174
6606,6606,,25,174
6660,6660,,25,174
6669,6669,,25,174
6914,6914,,25,174
7129,7129,,25,174
7212,7212,,25,174
7258,7258,,25,174
7383,7383,,25,174
7430,7430,,25,174
7701,7701,,25,174
8050,8050,,25,174
8136,8136,,25,174
8140,8140,,25,174
8401,8401,,25,174
8435,8435,,25,174
8474,8474,,25,174
8480,8480,,25,174
8554,8554,,25,174
8578,8578,,25,174
8748,8748,,25,174
8773,8773,,25,174
8923,8923,,25,174
8964,8964,,25,174
9667,9667,,25,174
8064,8064,,10,73
208,208,,10,73
243,243,,10,73
962,962,,10,73
1436,1436,,10,73
1609,1609,,10,73
1885,1885,,10,73
2326,2326,,10,73
2546,2546,,10,73
3105,3105,,10,73
3181,3181,,10,73
3305,3305,,10,73
3306,3306,,10,73
3405,3405,,10,73
3580,3580,,10,73
3783,3783,,10,73
4046,4046,,10,73
4650,4650,,10,73
5430,5430,,10,73
5603,5603,,10,73
5840,5840,,10,73
5934,5934,,10,73
6313,6313,,10,73
6830,6830,,10,73
6857,6857,,10,73
7074,7074,,10,73
7201,7201,,10,73
7306,7306,,10,73
7586,7586,,10,73
7640,7640,,10,73
7737,7737,,10,73
7760,7760,,10,73
8122,8122,,10,73
8187,8187,,10,73
8209,8209,,10,73
8351,8351,,10,73
8370,8370,,10,73
9165,9165,,10,73
9220,9220,,10,73
9986,9986,,10,73
8990,8990,,11,83
10,10,,11,83
263,263,,11,83
321,321,,11,83
405,405,,11,83
1069,1069,,11,83
1260,1260,,11,83
1353,1353,,11,83
1444,1444,,11,83
1703,1703,,11,83
1980,1980,,11,83
2040,2040,,11,83
2183,2183,,11,83
3000,3000,,11,83
3144,3144,,11,83
3204,3204,,11,83
3558,3558,,11,83
3586,3586,,11,83
4101,4101,,11,83
4421,4421,,11,83
4427,4427,,11,83
4431,4431,,11,83
4447,4447,,11,83
4744,4744,,11,83
4872,4872,,11,83
5093,5093,,11,83
5555,5555,,11,83
5775,5775,,11,83
5795,5795,,11,83
6004,6004,,11,83
6185,6185,,11,83
6293,6293,,11,83
6366,6366,,11,83
6624,6624,,11,83
6774,6774,,11,83
6817,6817,,11,83
7096,7096,,11,83
7127,7127,,11,83
7272,7272,,11,83
7583,7583,,11,83
7842,7842,,11,83
7929,7929,,11,83
8146,8146,,11,83
8405,8405,,11,83
8522,8522,,11,83
8839,8839,,11,83
9130,9130,,11,83
9166,9166,,11,83
9224,9224,,11,83
9228,9228,,11,83
9469,9469,,11,83
9908,9908,,11,83
6529,6529,,12,86
305,305,,12,86
310,310,,12,86
553,553,,12,86
812,812,,12,86
823,823,,12,86
971,971,,12,86
1305,1305,,12,86
1626,1626,,12,86
2593,2593,,12,86
2741,2741,,12,86
2891,2891,,12,86
3392,3392,,12,86
3735,3735,,12,86
3749,3749,,12,86
3896,3896,,12,86
3955,3955,,12,86
4775,4775,,12,86
5294,5294,,12,86
5319,5319,,12,86
5329,5329,,12,86
5400,5400,,12,86
5401,5401,,12,86
5518,5518,,12,86
5941,5941,,12,86
5968,5968,,12,86
6093,6093,,12,86
6220,6220,,12,86
6417,6417,,12,86
6703,6703,,12,86
6743,6743,,12,86
6771,6771,,12,86
6780,6780,,12,86
7007,7007,,12,86
7322,7322,,12,86
7384,7384,,12,86
7725,7725,,12,86
8238,8238,,12,86
8585,8585,,12,86
8626,8626,,12,86
8693,8693,,12,86
8804,8804,,12,86
9046,9046,,12,86
9158,9158,,12,86
9238,9238,,12,86
9302,9302,,12,86
9529,9529,,12,86
9642,9642,,12,86
9926,9926,,12,86
9747,9747,,21,146
430,430,,21,146
551,551,,21,146
612,612,,21,146
1258,1258,,21,146
2342,2342,,21,146
2685,2685,,21,146
2927,2927,,21,146
2936,2936,,21,146
3080,3080,,21,146
3279,3279,,21,146
3498,3498,,21,146
3564,3564,,21,146
3861,3861,,21,146
3876,3876,,21,146
3914,3914,,21,146
3922,3922,,21,146
4305,4305,,21,146
4619,4619,,21,146
4834,4834,,21,146
4885,4885,,21,146
4909,4909,,21,146
5474,5474,,21,146
5492,5492,,21,146
6326,6326,,21,146
6597,6597,,21,146
6617,6617,,21,146
7182,7182,,21,146
7202,7202,,21,146
7209,7209,,21,146
